56;m1;o;a;u;a;em;u;o;a;ów;om;ów;ami;ach
57;m1;o;i;*e;ę;ą;*e;o;owie;ów;om;ów;ami;ach
58;m1;o;y;*e;ę;ą;*e;o;owie;ów;om;ów;ami;ach
59;m1;o;y;y;ę;ą;y;o;owie;ów;om;ów;ami;ach
60;m1;pl1;y;ego;emu;ego;ym;ym;y;*i;ych;ym;ych;ymi;ych
61;m1;y;ego;emu;ego;ym;ym;y;owie;ych;ym;ych;ymi;ych
62;m1;y;ego;emu;ego;ym;ym;y;y;ych;ym;ych;ymi;ych
63;m1;pl1;y;ego;emu;ego;ym;ym;y;*y;ych;ym;ych;ymi;ych
64;pl1;;;;;;;;o;a;u;a;em;u
65;m2;;a;owi;a;em;*e;*e;e;ów;om;e;ami;ach
66;m2;;a;owi;a;em;*e;*e;y;ów;om;y;ami;ach
67;m2;;a;owi;a;em;u;u;e;i;om;e;ami;ach
68;m2;;a;owi;a;em;u;u;e;i;om;e;mi;ach
69;m2;;a;owi;a;em;u;u;e;ów;om;e;ami;ach
70;m2;;a;owi;a;em;u;u;e;y;om;e;ami;ach
71;m2;;a;owi;a;em;u;u;i;ów;om;i;ami;ach
72;m2;;a;owi;a;em;u;u;y;ów;om;y;ami;ach
73;m2;;a;u;a;em;*e;*e;y;ów;om;y;ami;ach
74;m2;;i;i;;ą;i;;i;i;om;i;ami;ach
75;m2;;u;owi;u;em;*e;*e;y;ów;om;y;ami;ach
76;m2;a;i;i;ę;ą;i;o;e;i;om;e;ami;ach
77;m2;a;y;*e;ę;ą;*e;o;y;ów;om;y;ami;ach
78;m2;i;ego;emu;ego;im;im;i;e;ich;im;e;imi;ich
79;m2;o;a;owi;a;em;u;u;e;ów;om;e;ami;ach
80;m2;y;ego;emu;ego;ym;ym;y;e;ych;ym;e;ymi;ych
81;m3;pl2;;a;owi;;em;*e;*e;y;ów;om;ów;ami;ach
82;m3;;a;owi;;em;u;u;e;i;om;i;ami;ach
83;m3;;a;owi;;em;u;u;e;i;om;i;mi;ach
84;m3;pl2;;a;owi;;em;u;u;e;ów;om;ów;ami;ach
85;m3;;a;owi;;em;u;u;e;y;om;y;ami;ach
86;m3;;a;owi;;em;u;u;e;y;om;y;mi;ach
87;m3;;a;owi;;em;u;u;i;i;om;i;ami;ach
88;m3;pl2;;a;owi;;em;u;u;i;ów;om;ów;ami;ach
89;m3;pl2;;a;owi;;em;u;u;y;ów;om;ów;ami;ach
90;m3;;a;u;;em;*e;*e;y;ów;om;ów;ami;ach
91;m3;;u;owi;;em;*e;*e;a;ów;om;ów;ami;ach
92;m3;pl2;;u;owi;;em;*e;*e;e;ów;om;ów;ami;ach
93;m3;;u;owi;;em;*e;*e;y;ów;om;ów;ami;ach
94;m3;;u;owi;;em;*e;u;y;ów;om;ów;ami;ach
95;m3;;u;owi;;em;u;u;e;i;om;i;ami;ach
96;m3;;u;owi;;em;u;u;e;ów;om;ów;ami;ach
97;m3;;u;owi;;em;u;u;e;y;om;y;ami;ach
98;m3;;u;owi;;em;u;u;i;ów;om;ów;ami;ach
99;m3;;u;owi;;em;u;u;y;ów;om;ów;ami;ach
100;m3;i;iego;iemu;i;im;im;i;ie;ich;im;ich;imi;ich
101;m3;o;a;owi;o;em;u;u;e;ów;om;ów;ami;ach
102;m3;pl2;y;ego;emu;y;ym;ym;y;e;ych;ym;ych;ymi;ych
103;n;e;a;u;e;em;u;e;a;;om;;ami;ach
104;n;pl2;e;a;u;e;em;u;e;a;i;om;i;ami;ach
105;n;pl2;e;a;u;e;em;u;e;a;ów;om;ów;ami;ach
106;n;e;a;u;e;em;u;e;a;y;om;y;ami;ach
107;n;pl2;e;e;e;e;e;e;e;a;ów;om;ów;ami;ach
108;n;pl2;e;ego;emu;e;em;em;e;e;ich;im;ich;imi;ich
109;n;e;ego;emu;e;em;em;e;e;ych;ym;ych;ymi;ych
110;n;e;ego;emu;e;im;im;e;e;ich;im;ich;imi;ich
111;n;e;ego;emu;e;ym;ym;e;e;ych;ym;ych;ymi;ych
112;n;pl2;ę;a;u;ę;em;u;ę;a;;om;;ami;ach
113;n;pl2;o;a;u;o;em;*e;o;a;;om;;ami;ach
114;n;pl2;o;a;u;o;em;*e;o;a;ów;om;ów;ami;ach
115;n;pl2;o;a;u;o;em;u;o;a;;om;;ami;ach
116;n;o;a;u;o;em;u;o;a;ów;om;ów;ami;ach
117;n;o;a;u;o;em;u;o;i;i;om;i;mi;ach
118;n;o;a;u;o;em;u;o;y;u;om;u;ami;ach
119;n;pl2;um;um;um;um;um;um;um;a;ów;om;ów;ami;ach
120;ż;;i;i;;ą;i;;e;i;om;i;ami;ach
121;ż;;i;i;;ą;i;i;e;i;om;i;ami;ach
122;ż;pl2;;i;i;;ą;i;i;e;i;om;i;mi;ach
123;ż;pl2;;i;i;;ą;i;i;i;i;om;i;ami;ach
124;ż;;i;i;;ą;i;i;i;i;om;i;mi;ach
125;ż;;y;y;;ą;y;y;e;y;om;y;ami;ach
126;ż;;y;y;;ą;y;y;y;y;om;y;ami;ach
127;ż;a;ej;ej;ą;ą;ej;a;e;ich;im;ich;imi;ich
128;ż;pl2;a;ej;ej;ą;ą;ej;a;e;ych;ym;ych;ymi;ych
129;ż;a;ej;ej;ą;ą;ej;o;e;ych;ym;ych;ymi;ych
130;ż;a;i;*e;ę;ą;*e;o;*e;;om;;ami;ach
131;ż;pl2;a;i;*e;ę;ą;*e;o;i;;om;;ami;ach
132;ż;a;i;*e;ę;ą;*e;u;i;;om;;ami;ach
133;ż;pl2;a;i;i;ę;ą;i;o;e;;om;;ami;ach
134;ż;*a;i;i;*ę;*ą;i;*o;*e;;*om;;*ami;*ach
135;ż;pl2;a;i;i;ę;ą;i;o;e;i;om;i;ami;ach
136;ż;a;i;i;ę;ą;i;u;e;;om;;ami;ach
137;ż;a;i;i;ę;ą;i;u;e;i;om;i;ami;ach
138;ż;a;y;*e;ę;ą;*e;o;e;;om;;ami;ach
139;ż;pl2;a;y;*e;ę;ą;*e;o;y;;om;;ami;ach
140;pl2;;;;;;;;y;;om;;ami;ech
141;ż;a;y;*e;ę;ą;*e;o;y;ów;om;ów;ami;ach
142;ż;a;y;i;ę;ą;i;o;y;i;om;i;ami;ach
143;ż;pl2;a;y;y;ę;ą;y;o;e;;om;;ami;ach
144;ż;pl2;a;y;y;ę;ą;y;o;e;y;om;y;ami;ach
145;ż;i;i;i;ą;ą;i;i;e;;om;;ami;ach
146;ż;i;i;i;ę;ą;i;i;e;;om;;ami;ach
